Kinase Uniprot ID	Kinase Name	Kinase Group	Kinase Family	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
Q00537	PCTAIRE2	CMGC	CDK	2.22184874961636	1.92081875395238	4.14266750356873	4.14266750356873	2.3941317208175	2.3941317208175	NA	3
P27361	ERK1	CMGC	MAPK	2.0604011609768	1.88600056164819	3.94640172262498	3.92081875395237	1.83056207733936	1.89434486298961	0.287468841591412	6.66666666666667
P45983	JNK1	CMGC	MAPK	1.79096812222788	1.88600056164819	3.67696868387607	3.66554624884907	1.55416452197912	1.55416452197912	0	10
P53779	JNK3	CMGC	MAPK	1.79096812222788	1.88600056164819	3.67696868387607	3.66554624884907	1.55416452197912	1.55416452197912	0	10
P45984	JNK2	CMGC	MAPK	1.42411373652626	1.88600056164819	3.31011429817445	3.54060751224077	1.4810857063636	1.57220287778104	0.18157748325934	8.22222222222222
P28482	ERK2	CMGC	MAPK	1.60157963157484	1.88164828761016	3.483227919185	3.4692737604564	1.77562886640097	1.7326561900006	0.231154486861469	5.875
O15264	p38[delta]	CMGC	MAPK	1.49397349311699	1.88600056164819	3.37997405476517	3.36451625318509	1.58647634437949	1.53605787492589	0.165956406374572	7.11111111111111
Q16539	MAPK14	CMGC	MAPK	1.29837401864421	1.81675064049286	3.11512465913707	3.36451625318509	1.50831846331331	1.60083988941275	0.171854342159076	6.33333333333333
P42345	mTOR/FRAP	Atypical	PIKK	0.974871725865584	1.88600056164819	2.86087228751377	2.8639139026159	1.46891769114218	1.49378052916319	0.0372942570315157	5.33333333333333
P48729	CK1[alpha]	CK1	CK1	1.02913453580841	1.88600056164819	2.91513509745659	2.8639139026159	1.47293279293544	1.44820930496649	0.106852295796818	6.88888888888889
O76039	CDKL5	CMGC	CDKL	0.906804392152254	1.92081875395238	2.82762314610463	2.82762314610463	1.44064235466838	1.44064235466838	0	4
P16066	ANP[alpha]	RGC	RGC	0.979977081003838	1.88600056164819	2.86597764265202	2.82739706879014	1.28833630837991	1.26725100856485	0.026249266430217	16.2222222222222
Q14164	IKK[epsilon]	Other	IKK	0.867383251503946	1.88600056164819	2.75338381315213	2.77469071827414	1.40364306492693	1.38656045461924	0.0338972539634935	4.77777777777778
Q15759	p38[beta]	CMGC	MAPK	0.813066064836466	1.92081875395238	2.73388481878884	2.73388481878884	1.40699799800481	1.40699799800481	0.0977730171574398	3.5
P51817	PRKX	AGC	PKA	0.896790820820603	1.78877153238244	2.68556235320304	2.70774392864352	1.20658901461365	1.17884859658935	0.0757617941835632	27.8888888888889
P50613	CDK7	CMGC	CDK	0.706134946257414	1.88600056164819	2.5921355079056	2.60695153358322	1.28362741036953	1.28766592674266	0.0266547331122824	5.44444444444444
Q13164	ERK5	CMGC	MAPK	0.665987744663952	1.93360688456422	2.59959462922817	2.60147431060731	1.25005933954206	1.2116374249656	0.0768438291529275	4.5
P06493	CDC2/CDK1	CMGC	CDK	0.946777900381818	1.74742782666139	2.69420572704321	2.59859945921846	1.2880362038007	1.26137049460583	0.254098614431144	6.22222222222222
O43930	PRKY	AGC	PKA	0.694367117783125	1.84178500512907	2.5361521229122	2.55036734952993	1.28664621774662	1.33607521682409	0.0651638209163149	7.66666666666667
Q13535	ATR	Atypical	PIKK	0.564064576741244	1.88600056164819	2.45006513838943	2.47056964563301	1.19983919499888	1.19223695220505	0.0228067283815014	4.88888888888889
P23443	p70S6K	AGC	RSK	0.453788659332128	1.76621232271414	2.22000098204627	2.45345733652187	1.10750103803663	1.1968547291997	0.142083021721874	14
Q96S38	RSKL1	AGC	RSKL	0.525783735923745	1.92081875395238	2.44660248987612	2.44660248987612	1.17730850289146	1.17730850289146	NA	3
P24941	CDK2	CMGC	CDK	0.754508006344724	1.63059265354162	2.38510065988634	2.34256167729704	1.24553353787745	1.16353889644819	0.313707120222343	5.66666666666667
Q8NI60	ADCK3	Atypical	ABC1	0.34453976638533	1.69006411791897	2.0346038843043	2.3101585908625	1.0539574184678	1.13404836495567	0.135622730530031	5.33333333333333
Q9UBS0	p70S6K[beta]	AGC	RSK	0.746480890493856	1.73947181024547	2.48595270073933	2.30803489723264	1.24585810620327	1.18413853649279	0.188660752107782	21.5555555555556
Q9HBY8	SGK2	AGC	SGK	0.563448708340866	1.66339383585824	2.22684254419911	2.30697693207631	1.16835457508142	1.18467460946708	0.0742428883906779	11.5555555555556
O14757	CHK1	CAMK	CAMKL	0.523897159046165	1.6360408081247	2.15993796717086	2.23062267392386	1.16954114446359	1.16585760216375	0.0396144660066337	7
Q13131	AMPK[alpha]1	CAMK	CAMKL	0.444085248374211	1.71459856409763	2.15868381247184	2.20844969497267	1.13463017600126	1.14055133324962	0.0420783878028116	9.44444444444444
