Kinase Uniprot ID	Kinase Name	Kinase Group	Kinase Family	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
P05771	PKC[beta]	AGC	PKC	2.69897000433602	2.28114528395566	4.98011528829168	4.92081875395237	1.69487756132873	1.69487756132873	0	6
Q05513	PKC[zeta]	AGC	PKC	2.69897000433602	2.28114528395566	4.98011528829168	4.92081875395237	1.54843557075076	1.5453910464697	0.0091335728431922	6.88888888888889
P24723	PKC[eta]	AGC	PKC	2.61250875429339	2.11899056309352	4.73149931738692	4.61978875828839	1.29028664772665	1.24887673503587	0.0788589782822002	10
Q05655	PKC[delta]	AGC	PKC	2.69897000433602	1.86096619701198	4.559936201348	4.55284196865778	1.1776155197429	1.16875733384157	0.0222394826846396	17
O75116	ROCK2	AGC	DMPK	1.99408402045055	2.22319750758803	4.21728152803858	4.22672866826093	1.43756149368603	1.478728756619	0.127079142133343	3.75
P05129	PKC[gamma]	AGC	PKC	2.16950096363547	1.84758940713891	4.01709037077438	4.01772876696043	1.24076430701279	1.18750275824467	0.169220274204119	9.88888888888889
Q04759	PKC[theta]	AGC	PKC	1.92205913684732	1.86096619701198	3.7830253338593	3.77469071827414	1.07225674853166	1.0772288190159	0.0119022362443756	16.3333333333333
P31749	Akt1/PKB[alpha]	AGC	AKT	1.77427233216451	1.48196996876707	3.25624230093158	3.75448733218585	1.00820320667048	1.04480312606828	0.0836026352496689	20.3333333333333
P31751	Akt2/PKB[beta]	AGC	AKT	1.87816157121491	1.55980845683051	3.43797002804543	3.75448733218585	1.03392645769225	1.0579244787431	0.0983500365478357	20.1111111111111
P41743	PKC[iota]	AGC	PKC	1.9957605635895	1.86096619701198	3.85672676060148	3.70774392864352	1.18900693381195	1.16246389491224	0.0346259836243336	8.66666666666667
P17252	PKC[alpha]	AGC	PKC	2.30147091546522	1.6561742153285	3.95764513079371	3.64206515299955	1.05950740676171	1.03012732356987	0.0365123519015261	22.1111111111111
Q02156	PKC[epsilon]	AGC	PKC	1.83171714870369	1.79210077942438	3.62381792812807	3.54060751224077	1.07970606694116	1.05762614309428	0.0613470070218637	14.8888888888889
Q15131	CDK10	CMGC	CDK	1.16344216302767	1.80679232995433	2.970234492982	3.08830984124614	1.18778478802654	1.27023347229009	0.10070591444124	3.77777777777778
O75582	MSK1	AGC	RSK	0.567581363834075	2.28114528395566	2.84872664778974	2.76548271648731	0.951654124468881	0.951654124468881	0	5
O95819	HGK/ZC1	STE	STE20	1.01992906205312	1.68519637464316	2.70512543669628	2.74522992711023	1.19384920141484	1.19384920141484	0	3
O14965	AurA/Aur2	Other	AUR	0.661034777233778	1.86096619701198	2.52200097424576	2.48624984991818	1.00301866606517	1.00301866606517	0	4
Q13237	PKG2	AGC	PKG	1.1295724368061	1.26382479460492	2.39339723141102	2.41206465136364	0.916820484219329	0.914104353685175	0.0154346154541746	31
P51812	RSK2	AGC	RSK	0.554390462397513	1.86096619701198	2.41535665940949	2.40671393297954	0.934424120081973	0.934424120081973	0	6
